165602,116.262322,40.087992
165603,116.262009,40.087875
165920,116.277603,40.088694
166029,116.275524,40.087860
166030,116.275547,40.087868
166031,116.276382,40.088153
166041,116.277397,40.088552
166042,116.277275,40.088473
166043,116.276901,40.088290
166437,116.265533,40.096825
166438,116.265671,40.096731
166439,116.266464,40.097010
166440,116.267159,40.097247
166441,116.267796,40.097460
166442,116.268444,40.097684
166443,116.268787,40.097801
166444,116.266033,40.096466
166445,116.266285,40.096288
166446,116.266621,40.096046
166447,116.267025,40.095746
166448,116.267654,40.095327
166449,116.269268,40.097145
166450,116.269657,40.096616
166451,116.269093,40.097911
166452,116.269760,40.098147
166453,116.270466,40.098396
166454,116.271206,40.098635
166455,116.272453,40.099070
166456,116.272751,40.099175
166457,116.268345,40.094887
166458,116.269085,40.094460
166459,116.269821,40.094025
166460,116.270691,40.093521
166461,116.271561,40.093035
166462,116.272423,40.092534
166463,116.272724,40.092356
166464,116.274330,40.093842
166465,116.274525,40.093984
166466,116.274735,40.094139
166467,116.269943,40.096227
166468,116.270336,40.095673
166469,116.270599,40.095340
166470,116.270718,40.095230
166471,116.278366,40.098302
166472,116.277920,40.098752
166473,116.277763,40.098910
166474,116.277336,40.099454
166477,116.273708,40.091769
166478,116.274426,40.091370
166479,116.275196,40.090914
166480,116.275509,40.090721
166481,116.279972,40.090696
166482,116.279667,40.091237
166483,116.279587,40.091385
166485,116.279785,40.091283
166486,116.279717,40.091408
166487,116.268761,40.097931
166488,116.269035,40.098020
166489,116.269703,40.098259
166490,116.270409,40.098508
166491,116.271149,40.098747
166492,116.272396,40.099182
166493,116.272694,40.099286
166494,116.272987,40.099388
166495,116.273560,40.099589
166496,116.274204,40.099813
166502,116.273384,40.087359
166503,116.273678,40.087382
166504,116.274147,40.087430
166505,116.274437,40.087509
166506,116.274597,40.087552
166507,116.274612,40.087555
166508,116.274994,40.087685
166509,116.275070,40.087906
166616,116.278263,40.089116
166617,116.278328,40.089137
166618,116.273533,40.087418
166619,116.273769,40.087507
166620,116.274029,40.087585
166621,116.274719,40.087797
166622,116.275868,40.088142
166887,116.259472,40.092972
166888,116.256626,40.097944
167178,116.279987,40.096359
167182,116.273064,40.096400
167183,116.273109,40.096464
167184,116.273167,40.096555
167185,116.273216,40.096647
167186,116.273296,40.096832
167187,116.273373,40.096967
167188,116.273411,40.097015
167189,116.273487,40.097104
167190,116.273666,40.097234
167191,116.273819,40.097313
167192,116.275089,40.095154
167193,116.275280,40.094869
167194,116.275291,40.094849
167195,116.275284,40.094798
167196,116.275204,40.094757
167197,116.274506,40.094556
167198,116.274265,40.094465
167199,116.274101,40.094411
167200,116.274025,40.094396
167201,116.273949,40.094404
167202,116.273811,40.094432
167203,116.273029,40.094663
167204,116.272869,40.094704
167205,116.271709,40.095083
167206,116.271675,40.095113
167207,116.271671,40.095172
167208,116.271690,40.095233
167209,116.271725,40.095294
167210,116.273304,40.095225
167211,116.270790,40.095161
167212,116.270924,40.095078
167213,116.271191,40.094912
167214,116.271717,40.094668
167215,116.272293,40.094508
167216,116.272888,40.094368
167217,116.272984,40.094350
167218,116.273342,40.094256
167219,116.273571,40.094193
167220,116.274059,40.093994
167221,116.262093,40.088374
167222,116.261795,40.088905
167223,116.260941,40.090421
167224,116.260037,40.091975
168287,116.271687,40.086825
168288,116.271961,40.087051
168289,116.272171,40.087166
168290,116.272369,40.087263
168291,116.272659,40.087344
168292,116.272812,40.087382
168293,116.273129,40.087443
168294,116.267166,40.087001
168295,116.268158,40.087128
168296,116.268993,40.087153
168297,116.269253,40.087140
168298,116.270020,40.087057
168299,116.271187,40.086919
168300,116.267109,40.087334
168301,116.262562,40.087570
168302,116.263020,40.086637
168303,116.263195,40.086327
168304,116.263634,40.085574
168305,116.276798,40.091901
168306,116.276825,40.091886
168307,116.277191,40.091700
168308,116.277557,40.091563
168309,116.277409,40.091311
168310,116.278084,40.091431
168311,116.278534,40.091367
168312,116.278664,40.091347
168313,116.279171,40.091339
168314,116.278370,40.091031
168315,116.277733,40.091217
168316,116.276257,40.090589
168317,116.276196,40.090637
168318,116.276161,40.090670
168319,116.276123,40.090711
168320,116.276108,40.090739
168321,116.276085,40.090836
168322,116.276108,40.090925
168323,116.276150,40.091024
168324,116.276318,40.091225
168325,116.276505,40.091390
168326,116.276669,40.091494
168327,116.276798,40.091527
168328,116.276905,40.091512
168329,116.276070,40.090375
168330,116.274735,40.093562
168331,116.275627,40.092824
168332,116.276600,40.092018
168333,116.276524,40.092862
168334,116.276756,40.093035
168335,116.276814,40.093079
168336,116.276833,40.093114
168337,116.276833,40.093180
168338,116.276794,40.093274
168339,116.271847,40.095472
168340,116.271885,40.095500
168341,116.271919,40.095510
168342,116.271950,40.095518
168343,116.271996,40.095525
168344,116.272049,40.095523
168345,116.272434,40.095456
168346,116.272808,40.095362
168347,116.273258,40.095637
168348,116.273293,40.095454
168349,116.272724,40.095484
168350,116.272846,40.095505
168351,116.272926,40.095525
168352,116.272999,40.095546
168353,116.273651,40.095380
168354,116.273911,40.095505
168355,116.274456,40.094686
168356,116.274403,40.094795
168357,116.274334,40.094872
168358,116.274303,40.094892
168359,116.274258,40.094925
168360,116.274193,40.094961
168361,116.273960,40.095039
168362,116.273399,40.095205
168363,116.274090,40.095233
168364,116.279850,40.091454
168969,116.263027,40.098600
168970,116.264748,40.099251
168973,116.268658,40.097895
168975,116.266403,40.097122
168976,116.267101,40.097359
168977,116.267738,40.097572
168978,116.268387,40.097796
169589,116.255924,40.099157
169593,116.252529,40.099648
169594,116.252976,40.098351
169595,116.253365,40.097237
169596,116.253414,40.097064
169597,116.253822,40.095835
169598,116.252739,40.099716
169603,116.251114,40.099149
169609,116.253956,40.089874
169610,116.254280,40.089381
169611,116.254303,40.089350
169617,116.250000,40.092634
169618,116.251194,40.090548
169619,116.251347,40.090238
169620,116.250000,40.086039
169621,116.250324,40.085449
169622,116.250340,40.085401
169623,116.250328,40.085348
169624,116.250290,40.085281
169625,116.250221,40.085251
169626,116.250000,40.085208
169638,116.250000,40.098757
169639,116.269554,40.084475
169640,116.269646,40.084361
169735,116.269455,40.084404
169736,116.267796,40.083333
169743,116.268082,40.083333
169744,116.269318,40.084134
169745,116.269520,40.084272
169819,116.267483,40.083333
169820,116.267532,40.083410
169821,116.267666,40.083529
169822,116.268013,40.083745
169823,116.250542,40.083448
169824,116.250595,40.083333
169831,116.263825,40.085203
169832,116.264149,40.084646
169833,116.264957,40.083333
169834,116.277290,40.084567
169835,116.277565,40.084043
169836,116.277580,40.084030
169837,116.278103,40.083333
169927,116.256054,40.098946
170130,116.267681,40.085073
170131,116.267815,40.084562
170155,116.250000,40.084582
170156,116.250011,40.084559
170157,116.250214,40.084117
170158,116.250450,40.083654
170159,116.250000,40.084841
170160,116.250156,40.084559
170161,116.250382,40.084132
170162,116.250591,40.083720
170163,116.250767,40.083333
170164,116.252842,40.084714
170165,116.251816,40.084880
170166,116.251526,40.084930
170167,116.251267,40.084971
170168,116.251110,40.084943
170169,116.251026,40.084887
170170,116.250984,40.084791
170171,116.251003,40.084684
170172,116.251057,40.084559
170173,116.251404,40.083832
170174,116.251614,40.083440
170175,116.251667,40.083333
170176,116.253803,40.084559
170177,116.254414,40.084445
170178,116.254871,40.084363
170179,116.254898,40.084358
170409,116.265091,40.097120
170410,116.263763,40.098050
170411,116.262543,40.098943
170412,116.261440,40.099739
170436,116.273377,40.095690
170437,116.273449,40.095721
170438,116.273533,40.095754
170439,116.273575,40.095769
170440,116.273609,40.095774
170441,116.273636,40.095772
170442,116.273674,40.095762
170443,116.273712,40.095749
170444,116.273743,40.095731
170445,116.273769,40.095711
170446,116.273811,40.095668
170447,116.273857,40.095601
170448,116.270950,40.095388
170449,116.271160,40.095553
170450,116.271286,40.095662
170451,116.271423,40.095754
170452,116.271545,40.095805
170453,116.271702,40.095858
170454,116.271828,40.095889
170455,116.271977,40.095914
170456,116.272156,40.095947
170457,116.272343,40.095993
170458,116.272400,40.096011
170459,116.272518,40.096057
170460,116.272675,40.096128
170461,116.272842,40.096230
170462,116.272930,40.096286
170463,116.272972,40.096316
170464,116.273006,40.096344
170465,116.273125,40.096138
170466,116.273193,40.096169
170467,116.274132,40.095571
170468,116.274563,40.095688
170469,116.274788,40.095751
170470,116.274929,40.095472
170471,116.273445,40.096278
170472,116.273621,40.096354
170473,116.273853,40.096438
170474,116.274094,40.096522
170475,116.274120,40.096527
170476,116.274155,40.096532
170477,116.274200,40.096525
170478,116.274246,40.096512
170479,116.274300,40.096484
170480,116.274349,40.096438
170481,116.274384,40.096392
170482,116.274574,40.096100
170483,116.274757,40.095810
170484,116.250000,40.089790
170485,116.251045,40.090136
170486,116.251278,40.089696
170487,116.251694,40.088982
170488,116.251942,40.088567
170489,116.252358,40.087832
173251,116.273045,40.099276
173252,116.273617,40.099477
173253,116.274262,40.099701
173254,116.274956,40.099937
173274,116.279438,40.096235
173275,116.273926,40.097351
173276,116.274052,40.097387
173277,116.274284,40.097430
173278,116.274513,40.097450
173279,116.274635,40.097450
173280,116.274845,40.097430
173281,116.275036,40.097399
173282,116.275215,40.097349
173283,116.275398,40.097285
173284,116.275570,40.097237
173285,116.275684,40.097216
173286,116.275780,40.097201
173287,116.275932,40.097201
173288,116.276089,40.097216
173289,116.276299,40.097247
173290,116.276482,40.097295
173291,116.276566,40.097328
173292,116.276642,40.097359
173293,116.276791,40.097435
173294,116.276962,40.097585
173295,116.277058,40.097674
173296,116.277161,40.097763
173297,116.277264,40.097837
173298,116.277355,40.097906
173299,116.277424,40.097949
173300,116.277550,40.097997
173301,116.277718,40.098056
173302,116.277996,40.098165
173303,116.276665,40.097092
173304,116.279209,40.096662
173305,116.279175,40.096756
173306,116.276875,40.097153
173307,116.276772,40.097115
173308,116.279179,40.096840
173309,116.279175,40.096873
173310,116.279156,40.096919
173311,116.279091,40.097000
173312,116.278915,40.097155
173313,116.278839,40.097232
173314,116.278793,40.097288
173315,116.278725,40.097371
173316,116.278595,40.097532
173317,116.278511,40.097618
173318,116.278458,40.097661
173319,116.278435,40.097672
173320,116.278397,40.097687
173321,116.278339,40.097692
173322,116.278297,40.097684
173323,116.278236,40.097666
173324,116.278042,40.097593
173325,116.277618,40.097425
173326,116.277363,40.097331
173327,116.277042,40.097206
173328,116.279869,40.096593
173329,116.279614,40.096987
173330,116.279289,40.097379
173331,116.279205,40.097466
173332,116.278652,40.098030
173333,116.278992,40.097369
173334,116.276451,40.097021
173335,116.276390,40.096995
173336,116.276367,40.096977
173337,116.276348,40.096957
173338,116.276341,40.096942
173339,116.276333,40.096911
173340,116.276333,40.096886
173341,116.276341,40.096863
173342,116.276424,40.096680
173343,116.276463,40.096606
173344,116.276482,40.096565
173345,116.276493,40.096550
173346,116.276512,40.096537
173347,116.276539,40.096527
173348,116.276550,40.096525
173349,116.276573,40.096527
173350,116.276604,40.096532
173351,116.276699,40.096565
173352,116.276970,40.096687
173353,116.277039,40.096718
173354,116.277058,40.096733
173355,116.277062,40.096738
173356,116.277069,40.096753
173357,116.277069,40.096764
173358,116.277065,40.096784
173359,116.277054,40.096809
173360,116.275421,40.094424
173361,116.275356,40.094399
173362,116.275204,40.094335
173363,116.274918,40.094249
173364,116.274838,40.094208
173365,116.274807,40.094081
173366,116.275185,40.093732
173367,116.275505,40.093465
173368,116.275726,40.093290
173369,116.275917,40.093127
173370,116.275959,40.093089
173371,116.276074,40.092982
173372,116.276169,40.092893
173373,116.276230,40.092845
173374,116.276279,40.092817
173375,116.276310,40.092804
173376,116.276348,40.092796
173377,116.276375,40.092799
173378,116.276390,40.092801
